trip_id,date,mean_wind,inches_precip,trip_duration_minutes,trip_revenue,is_weekday
13506,2020-01-02,6.3,0.1,21.54,27,True
13507,2020-01-02,6.3,0.1,21.43,27,True
13508,2020-01-02,6.3,0.1,21.02,27,True
13509,2020-01-02,6.3,0.1,20.97,26,True
13510,2020-01-02,6.3,0.1,21.77,27,True
13511,2020-01-02,6.3,0.1,21.03,27,True
13512,2020-01-02,6.3,0.1,20.65,26,True
13513,2020-01-02,6.3,0.1,20.88,26,True
13514,2020-01-02,6.3,0.1,20.55,26,True
13515,2020-01-02,6.3,0.1,21.78,27,True
13516,2020-01-02,6.3,0.1,23.0,28,True
13517,2020-01-02,6.3,0.1,23.28,29,True
13518,2020-01-02,6.3,0.1,21.98,27,True
13519,2020-01-02,6.3,0.1,21.52,27,True
13520,2020-01-02,6.3,0.1,21.82,27,True
13521,2020-01-02,6.3,0.1,21.4,27,True
13522,2020-01-02,6.3,0.1,22.05,28,True
13523,2020-01-02,6.3,0.1,21.89,27,True
13524,2020-01-02,6.3,0.1,22.94,28,True
13525,2020-01-02,6.3,0.1,22.21,28,True
13526,2020-01-02,6.3,0.1,21.58,27,True
13527,2020-01-02,6.3,0.1,21.99,27,True
13528,2020-01-02,6.3,0.1,19.03,25,True
13529,2020-01-02,6.3,0.1,21.17,27,True
13530,2020-01-02,6.3,0.1,19.38,25,True
13531,2020-01-02,6.3,0.1,21.65,27,True
13532,2020-01-02,6.3,0.1,21.14,27,True
13533,2020-01-02,6.3,0.1,21.53,27,True
13534,2020-01-02,6.3,0.1,21.62,27,True
13535,2020-01-02,6.3,0.1,20.62,26,True
13536,2020-01-02,6.3,0.1,22.8,28,True
13537,2020-01-02,6.3,0.1,21.32,27,True
13538,2020-01-02,6.3,0.1,20.34,26,True
13539,2020-01-02,6.3,0.1,20.03,26,True
13540,2020-01-02,6.3,0.1,22.69,28,True
13541,2020-01-02,6.3,0.1,21.58,27,True
13542,2020-01-02,6.3,0.1,21.38,27,True
13543,2020-01-02,6.3,0.1,21.73,27,True
13544,2020-01-02,6.3,0.1,21.09,27,True
13545,2020-01-02,6.3,0.1,21.24,27,True
13546,2020-01-02,6.3,0.1,21.74,27,True
13547,2020-01-02,6.3,0.1,22.75,28,True
13548,2020-01-02,6.3,0.1,23.3,29,True
13549,2020-01-02,6.3,0.1,19.87,25,True
13550,2020-01-02,6.3,0.1,19.86,25,True
13551,2020-01-02,6.3,0.1,21.89,27,True
13552,2020-01-02,6.3,0.1,19.97,25,True
13553,2020-01-02,6.3,0.1,20.97,26,True
13554,2020-01-02,6.3,0.1,21.71,27,True
13555,2020-01-02,6.3,0.1,19.49,25,True
13556,2020-01-02,6.3,0.1,23.01,29,True
13557,2020-01-02,6.3,0.1,21.82,27,True
13558,2020-01-02,6.3,0.1,21.68,27,True
13559,2020-01-02,6.3,0.1,22.78,28,True
13560,2020-01-02,6.3,0.1,20.7,26,True
13561,2020-01-02,6.3,0.1,21.77,27,True
13562,2020-01-02,6.3,0.1,22.3,28,True
13563,2020-01-02,6.3,0.1,21.89,27,True
13564,2020-01-02,6.3,0.1,22.17,28,True
13565,2020-01-02,6.3,0.1,22.14,28,True
13566,2020-01-02,6.3,0.1,21.13,27,True
13567,2020-01-02,6.3,0.1,21.75,27,True
13568,2020-01-02,6.3,0.1,21.31,27,True
13569,2020-01-02,6.3,0.1,21.4,27,True
13570,2020-01-02,6.3,0.1,21.06,27,True
13571,2020-01-02,6.3,0.1,20.64,26,True
13572,2020-01-02,6.3,0.1,20.16,26,True
13573,2020-01-02,6.3,0.1,21.03,27,True
13574,2020-01-02,6.3,0.1,21.69,27,True
13575,2020-01-02,6.3,0.1,21.43,27,True
13576,2020-01-02,6.3,0.1,20.77,26,True
13577,2020-01-02,6.3,0.1,21.34,27,True
13578,2020-01-02,6.3,0.1,21.51,27,True
13579,2020-01-02,6.3,0.1,22.36,28,True
13580,2020-01-02,6.3,0.1,23.97,29,True
13581,2020-01-02,6.3,0.1,20.73,26,True
13582,2020-01-02,6.3,0.1,20.1,26,True
13583,2020-01-02,6.3,0.1,21.87,27,True
13584,2020-01-02,6.3,0.1,20.59,26,True
13585,2020-01-02,6.3,0.1,21.25,27,True
13586,2020-01-02,6.3,0.1,21.75,27,True
13587,2020-01-02,6.3,0.1,20.53,26,True
13588,2020-01-02,6.3,0.1,20.2,26,True
13589,2020-01-02,6.3,0.1,21.66,27,True
13590,2020-01-02,6.3,0.1,21.85,27,True
13591,2020-01-02,6.3,0.1,21.28,27,True
13592,2020-01-02,6.3,0.1,20.69,26,True
13593,2020-01-02,6.3,0.1,21.56,27,True
13594,2020-01-02,6.3,0.1,21.87,27,True
13595,2020-01-02,6.3,0.1,22.18,28,True
13596,2020-01-02,6.3,0.1,22.21,28,True
13597,2020-01-02,6.3,0.1,22.09,28,True
13598,2020-01-02,6.3,0.1,20.23,26,True
13599,2020-01-02,6.3,0.1,21.67,27,True
13600,2020-01-02,6.3,0.1,21.75,27,True
13601,2020-01-02,6.3,0.1,21.61,27,True
13602,2020-01-02,6.3,0.1,20.18,26,True
13603,2020-01-02,6.3,0.1,21.2,27,True
13604,2020-01-02,6.3,0.1,21.35,27,True
13605,2020-01-02,6.3,0.1,22.25,28,True
13606,2020-01-02,6.3,0.1,22.44,28,True
13607,2020-01-02,6.3,0.1,21.2,27,True
13608,2020-01-02,6.3,0.1,21.69,27,True
13609,2020-01-02,6.3,0.1,20.7,26,True
13610,2020-01-02,6.3,0.1,21.57,27,True
13611,2020-01-02,6.3,0.1,20.62,26,True
13612,2020-01-02,6.3,0.1,22.02,28,True
13613,2020-01-02,6.3,0.1,21.18,27,True
13614,2020-01-02,6.3,0.1,22.22,28,True
13615,2020-01-02,6.3,0.1,22.34,28,True
13616,2020-01-02,6.3,0.1,22.17,28,True
13617,2020-01-02,6.3,0.1,21.02,27,True
13618,2020-01-02,6.3,0.1,21.31,27,True
13619,2020-01-02,6.3,0.1,20.17,26,True
13620,2020-01-02,6.3,0.1,19.18,25,True
13621,2020-01-02,6.3,0.1,20.77,26,True
13622,2020-01-02,6.3,0.1,20.04,26,True
13623,2020-01-02,6.3,0.1,20.05,26,True
13624,2020-01-02,6.3,0.1,21.15,27,True
13625,2020-01-02,6.3,0.1,20.42,26,True
13626,2020-01-02,6.3,0.1,20.92,26,True
13627,2020-01-02,6.3,0.1,21.69,27,True
13628,2020-01-02,6.3,0.1,21.47,27,True
13629,2020-01-02,6.3,0.1,20.75,26,True
13630,2020-01-02,6.3,0.1,23.44,29,True
13631,2020-01-02,6.3,0.1,21.73,27,True
13632,2020-01-02,6.3,0.1,20.79,26,True
13633,2020-01-02,6.3,0.1,20.75,26,True
13634,2020-01-02,6.3,0.1,22.11,28,True
13635,2020-01-02,6.3,0.1,21.16,27,True
13636,2020-01-02,6.3,0.1,20.32,26,True
13637,2020-01-02,6.3,0.1,23.35,29,True
13638,2020-01-02,6.3,0.1,21.84,27,True
13639,2020-01-02,6.3,0.1,21.25,27,True
13640,2020-01-02,6.3,0.1,21.21,27,True
13641,2020-01-02,6.3,0.1,19.66,25,True
13642,2020-01-02,6.3,0.1,19.88,25,True
13643,2020-01-02,6.3,0.1,22.81,28,True
13644,2020-01-02,6.3,0.1,22.22,28,True
13645,2020-01-02,6.3,0.1,20.56,26,True
13646,2020-01-02,6.3,0.1,22.37,28,True
13647,2020-01-02,6.3,0.1,22.95,28,True
13648,2020-01-02,6.3,0.1,21.32,27,True
13649,2020-01-02,6.3,0.1,21.28,27,True
13650,2020-01-02,6.3,0.1,21.58,27,True
13651,2020-01-02,6.3,0.1,20.33,26,True
13652,2020-01-02,6.3,0.1,22.3,28,True
13653,2020-01-02,6.3,0.1,22.49,28,True
13654,2020-01-02,6.3,0.1,22.01,28,True
13655,2020-01-02,6.3,0.1,20.44,26,True
13656,2020-01-02,6.3,0.1,21.4,27,True
13657,2020-01-02,6.3,0.1,21.12,27,True
13658,2020-01-02,6.3,0.1,20.92,26,True
13659,2020-01-02,6.3,0.1,23.14,29,True
13660,2020-01-02,6.3,0.1,20.68,26,True
13661,2020-01-02,6.3,0.1,21.24,27,True
13662,2020-01-02,6.3,0.1,22.67,28,True
13663,2020-01-02,6.3,0.1,20.96,26,True
13664,2020-01-02,6.3,0.1,21.67,27,True
13665,2020-01-02,6.3,0.1,21.56,27,True
13666,2020-01-02,6.3,0.1,21.84,27,True
13667,2020-01-02,6.3,0.1,20.43,26,True
13668,2020-01-02,6.3,0.1,21.65,27,True
13669,2020-01-02,6.3,0.1,21.42,27,True
13670,2020-01-02,6.3,0.1,20.68,26,True
13671,2020-01-02,6.3,0.1,19.47,25,True
13672,2020-01-02,6.3,0.1,21.12,27,True
13673,2020-01-02,6.3,0.1,20.5,26,True
13674,2020-01-02,6.3,0.1,21.89,27,True
13675,2020-01-02,6.3,0.1,21.8,27,True
13676,2020-01-03,10.1,0.2,14.45,20,True
13677,2020-01-03,10.1,0.2,15.42,21,True
13678,2020-01-03,10.1,0.2,15.56,21,True
13679,2020-01-03,10.1,0.2,15.14,21,True
13680,2020-01-03,10.1,0.2,13.05,19,True
13681,2020-01-03,10.1,0.2,15.47,21,True
13682,2020-01-03,10.1,0.2,14.15,20,True
13683,2020-01-03,10.1,0.2,15.87,21,True
13684,2020-01-03,10.1,0.2,13.77,19,True
13685,2020-01-03,10.1,0.2,14.37,20,True
13686,2020-01-03,10.1,0.2,15.33,21,True
13687,2020-01-03,10.1,0.2,13.56,19,True
13688,2020-01-03,10.1,0.2,15.86,21,True
13689,2020-01-03,10.1,0.2,15.32,21,True
13690,2020-01-03,10.1,0.2,14.99,20,True
13691,2020-01-03,10.1,0.2,15.35,21,True
13692,2020-01-03,10.1,0.2,13.39,19,True
13693,2020-01-03,10.1,0.2,13.78,19,True
13694,2020-01-03,10.1,0.2,15.25,21,True
13695,2020-01-03,10.1,0.2,14.7,20,True
13696,2020-01-03,10.1,0.2,13.87,19,True
13697,2020-01-03,10.1,0.2,14.79,20,True
13698,2020-01-03,10.1,0.2,15.42,21,True
13699,2020-01-03,10.1,0.2,14.23,20,True
13700,2020-01-03,10.1,0.2,14.25,20,True
13701,2020-01-03,10.1,0.2,16.25,22,True
13702,2020-01-03,10.1,0.2,14.51,20,True
13703,2020-01-03,10.1,0.2,15.64,21,True
13704,2020-01-03,10.1,0.2,15.15,21,True
13705,2020-01-03,10.1,0.2,14.76,20,True
13706,2020-01-03,10.1,0.2,14.59,20,True
13707,2020-01-03,10.1,0.2,15.11,21,True
13708,2020-01-03,10.1,0.2,13.72,19,True
13709,2020-01-03,10.1,0.2,15.56,21,True
13710,2020-01-03,10.1,0.2,15.31,21,True
13711,2020-01-03,10.1,0.2,15.81,21,True
13712,2020-01-03,10.1,0.2,16.77,22,True
13713,2020-01-03,10.1,0.2,14.84,20,True
13714,2020-01-03,10.1,0.2,15.32,21,True
13715,2020-01-03,10.1,0.2,16.38,22,True
13716,2020-01-03,10.1,0.2,14.27,20,True
13717,2020-01-03,10.1,0.2,15.92,21,True
13718,2020-01-03,10.1,0.2,14.25,20,True
13719,2020-01-03,10.1,0.2,15.04,21,True
13720,2020-01-03,10.1,0.2,14.04,20,True
13721,2020-01-03,10.1,0.2,13.64,19,True
13722,2020-01-03,10.1,0.2,14.41,20,True
13723,2020-01-03,10.1,0.2,14.86,20,True
13724,2020-01-03,10.1,0.2,14.69,20,True
13725,2020-01-03,10.1,0.2,14.4,20,True
13726,2020-01-03,10.1,0.2,15.52,21,True
13727,2020-01-03,10.1,0.2,13.48,19,True
13728,2020-01-03,10.1,0.2,15.39,21,True
13729,2020-01-03,10.1,0.2,15.41,21,True
13730,2020-01-03,10.1,0.2,14.72,20,True
13731,2020-01-03,10.1,0.2,15.22,21,True
13732,2020-01-03,10.1,0.2,14.85,20,True
13733,2020-01-03,10.1,0.2,14.54,20,True
13734,2020-01-03,10.1,0.2,15.32,21,True
13735,2020-01-03,10.1,0.2,16.03,22,True
13736,2020-01-03,10.1,0.2,16.45,22,True
13737,2020-01-03,10.1,0.2,14.53,20,True
13738,2020-01-03,10.1,0.2,15.1,21,True
13739,2020-01-03,10.1,0.2,14.62,20,True
13740,2020-01-03,10.1,0.2,13.59,19,True
13741,2020-01-03,10.1,0.2,14.91,20,True
13742,2020-01-03,10.1,0.2,15.05,21,True
13743,2020-01-03,10.1,0.2,15.74,21,True
13744,2020-01-03,10.1,0.2,13.14,19,True
13745,2020-01-03,10.1,0.2,15.38,21,True
13746,2020-01-03,10.1,0.2,14.25,20,True
13747,2020-01-03,10.1,0.2,13.37,19,True
13748,2020-01-03,10.1,0.2,15.58,21,True
13749,2020-01-03,10.1,0.2,14.48,20,True
13750,2020-01-03,10.1,0.2,15.7,21,True
13751,2020-01-03,10.1,0.2,16.74,22,True
13752,2020-01-03,10.1,0.2,15.02,21,True
13753,2020-01-03,10.1,0.2,14.74,20,True
13754,2020-01-03,10.1,0.2,14.07,20,True
13755,2020-01-03,10.1,0.2,14.23,20,True
13756,2020-01-03,10.1,0.2,15.04,21,True
13757,2020-01-03,10.1,0.2,14.82,20,True
13758,2020-01-03,10.1,0.2,15.05,21,True
13759,2020-01-03,10.1,0.2,13.57,19,True
13760,2020-01-03,10.1,0.2,13.6,19,True
13761,2020-01-03,10.1,0.2,13.79,19,True
13762,2020-01-03,10.1,0.2,15.4,21,True
13763,2020-01-03,10.1,0.2,16.0,21,True
13764,2020-01-03,10.1,0.2,14.85,20,True
13765,2020-01-03,10.1,0.2,14.65,20,True
13766,2020-01-03,10.1,0.2,15.57,21,True
13767,2020-01-03,10.1,0.2,15.28,21,True
13768,2020-01-03,10.1,0.2,15.57,21,True
13769,2020-01-03,10.1,0.2,15.81,21,True
13770,2020-01-03,10.1,0.2,14.98,20,True
13771,2020-01-03,10.1,0.2,17.26,23,True
13772,2020-01-03,10.1,0.2,14.14,20,True
13773,2020-01-03,10.1,0.2,15.91,21,True
13774,2020-01-03,10.1,0.2,14.42,20,True
13775,2020-01-03,10.1,0.2,16.02,22,True
13776,2020-01-03,10.1,0.2,15.71,21,True
13777,2020-01-03,10.1,0.2,14.92,20,True
13778,2020-01-03,10.1,0.2,15.36,21,True
13779,2020-01-03,10.1,0.2,16.02,22,True
13780,2020-01-03,10.1,0.2,15.17,21,True
13781,2020-01-03,10.1,0.2,15.31,21,True
13782,2020-01-03,10.1,0.2,14.42,20,True
13783,2020-01-03,10.1,0.2,15.69,21,True
13784,2020-01-03,10.1,0.2,15.27,21,True
13785,2020-01-03,10.1,0.2,13.76,19,True
13786,2020-01-04,8.5,0.7,13.01,19,False
13787,2020-01-04,8.5,0.7,11.59,17,False
13788,2020-01-04,8.5,0.7,12.43,18,False
13789,2020-01-04,8.5,0.7,9.77,15,False
13790,2020-01-04,8.5,0.7,11.61,17,False
13791,2020-01-04,8.5,0.7,10.82,16,False
13792,2020-01-04,8.5,0.7,10.29,16,False
13793,2020-01-04,8.5,0.7,11.71,17,False
13794,2020-01-04,8.5,0.7,12.1,18,False
13795,2020-01-04,8.5,0.7,10.13,16,False
13796,2020-01-04,8.5,0.7,13.56,19,False
13797,2020-01-04,8.5,0.7,12.67,18,False
13798,2020-01-04,8.5,0.7,12.2,18,False
13799,2020-01-04,8.5,0.7,12.02,18,False
13800,2020-01-04,8.5,0.7,11.6,17,False
13801,2020-01-04,8.5,0.7,11.85,17,False
13802,2020-01-04,8.5,0.7,10.18,16,False
13803,2020-01-04,8.5,0.7,9.86,15,False
13804,2020-01-04,8.5,0.7,11.17,17,False
13805,2020-01-04,8.5,0.7,10.63,16,False
13806,2020-01-04,8.5,0.7,12.17,18,False
13807,2020-01-04,8.5,0.7,10.84,16,False
13808,2020-01-04,8.5,0.7,10.74,16,False
13809,2020-01-04,8.5,0.7,10.64,16,False
13810,2020-01-04,8.5,0.7,9.75,15,False
13811,2020-01-04,8.5,0.7,11.88,17,False
13812,2020-01-04,8.5,0.7,12.31,18,False
13813,2020-01-04,8.5,0.7,13.7,19,False
13814,2020-01-04,8.5,0.7,10.45,16,False
13815,2020-01-04,8.5,0.7,11.69,17,False
13816,2020-01-04,8.5,0.7,11.51,17,False
13817,2020-01-04,8.5,0.7,10.28,16,False
13818,2020-01-04,8.5,0.7,12.14,18,False
13819,2020-01-04,8.5,0.7,13.18,19,False
13820,2020-01-04,8.5,0.7,10.81,16,False
13821,2020-01-04,8.5,0.7,13.14,19,False
13822,2020-01-04,8.5,0.7,12.99,18,False
13823,2020-01-04,8.5,0.7,10.21,16,False
13824,2020-01-04,8.5,0.7,11.04,17,False
13825,2020-01-04,8.5,0.7,13.77,19,False
13826,2020-01-04,8.5,0.7,11.28,17,False
13827,2020-01-04,8.5,0.7,10.52,16,False
13828,2020-01-04,8.5,0.7,11.13,17,False
13829,2020-01-04,8.5,0.7,11.2,17,False
13830,2020-01-04,8.5,0.7,11.45,17,False
13831,2020-01-04,8.5,0.7,11.28,17,False
13832,2020-01-04,8.5,0.7,10.91,16,False
13833,2020-01-04,8.5,0.7,9.12,15,False
13834,2020-01-04,8.5,0.7,12.27,18,False
13835,2020-01-04,8.5,0.7,12.47,18,False
13836,2020-01-04,8.5,0.7,11.87,17,False
13837,2020-01-04,8.5,0.7,11.48,17,False
13838,2020-01-04,8.5,0.7,10.59,16,False
13839,2020-01-04,8.5,0.7,12.0,18,False
13840,2020-01-04,8.5,0.7,12.15,18,False
13841,2020-01-04,8.5,0.7,11.29,17,False
13842,2020-01-04,8.5,0.7,11.61,17,False
13843,2020-01-04,8.5,0.7,12.6,18,False
13844,2020-01-04,8.5,0.7,11.03,17,False
13845,2020-01-04,8.5,0.7,11.22,17,False
13846,2020-01-04,8.5,0.7,10.8,16,False
13847,2020-01-04,8.5,0.7,10.69,16,False
13848,2020-01-04,8.5,0.7,11.25,17,False
13849,2020-01-04,8.5,0.7,10.32,16,False
13850,2020-01-04,8.5,0.7,12.34,18,False
13851,2020-01-04,8.5,0.7,11.1,17,False
13852,2020-01-04,8.5,0.7,11.39,17,False
13853,2020-01-04,8.5,0.7,11.42,17,False
13854,2020-01-04,8.5,0.7,13.37,19,False
13855,2020-01-04,8.5,0.7,12.69,18,False
13856,2020-01-04,8.5,0.7,11.09,17,False
13857,2020-01-04,8.5,0.7,12.05,18,False
13858,2020-01-04,8.5,0.7,11.64,17,False
13859,2020-01-04,8.5,0.7,13.13,19,False
13860,2020-01-05,11.0,0.6,9.77,15,False
13861,2020-01-05,11.0,0.6,5.64,11,False
13862,2020-01-05,11.0,0.6,8.06,14,False
13863,2020-01-05,11.0,0.6,7.56,13,False
13864,2020-01-05,11.0,0.6,6.99,12,False
13865,2020-01-05,11.0,0.6,8.11,14,False
13866,2020-01-05,11.0,0.6,7.86,13,False
13867,2020-01-05,11.0,0.6,7.3,13,False
13868,2020-01-05,11.0,0.6,8.98,14,False
13869,2020-01-05,11.0,0.6,8.5,14,False
13870,2020-01-05,11.0,0.6,6.6,12,False
13871,2020-01-05,11.0,0.6,8.16,14,False
13872,2020-01-05,11.0,0.6,6.87,12,False
13873,2020-01-05,11.0,0.6,8.21,14,False
13874,2020-01-05,11.0,0.6,9.86,15,False
13875,2020-01-05,11.0,0.6,8.5,14,False
13876,2020-01-05,11.0,0.6,6.71,12,False
13877,2020-01-05,11.0,0.6,9.36,15,False
13878,2020-01-05,11.0,0.6,7.92,13,False
13879,2020-01-05,11.0,0.6,5.59,11,False
13880,2020-01-05,11.0,0.6,9.32,15,False
13881,2020-01-05,11.0,0.6,7.07,13,False
13882,2020-01-05,11.0,0.6,7.61,13,False
13883,2020-01-05,11.0,0.6,8.74,14,False
13884,2020-01-05,11.0,0.6,8.84,14,False
13885,2020-01-05,11.0,0.6,8.87,14,False
13886,2020-01-05,11.0,0.6,9.57,15,False
13887,2020-01-05,11.0,0.6,8.27,14,False
13888,2020-01-05,11.0,0.6,8.01,14,False
13889,2020-01-05,11.0,0.6,6.83,12,False
13890,2020-01-05,11.0,0.6,7.71,13,False
13891,2020-01-05,11.0,0.6,9.35,15,False
13892,2020-01-05,11.0,0.6,8.52,14,False
13893,2020-01-05,11.0,0.6,7.05,13,False
13894,2020-01-05,11.0,0.6,8.12,14,False
13895,2020-01-05,11.0,0.6,7.56,13,False
13896,2020-01-05,11.0,0.6,7.54,13,False
13897,2020-01-05,11.0,0.6,8.16,14,False
13898,2020-01-05,11.0,0.6,6.89,12,False
13899,2020-01-06,9.2,0.1,17.39,23,True
13900,2020-01-06,9.2,0.1,17.7,23,True
13901,2020-01-06,9.2,0.1,18.73,24,True
13902,2020-01-06,9.2,0.1,16.67,22,True
13903,2020-01-06,9.2,0.1,18.5,24,True
13904,2020-01-06,9.2,0.1,18.05,24,True
13905,2020-01-06,9.2,0.1,21.12,27,True
13906,2020-01-06,9.2,0.1,17.31,23,True
13907,2020-01-06,9.2,0.1,18.65,24,True
13908,2020-01-06,9.2,0.1,18.01,24,True
13909,2020-01-06,9.2,0.1,16.65,22,True
13910,2020-01-06,9.2,0.1,17.94,23,True
13911,2020-01-06,9.2,0.1,18.8,24,True
13912,2020-01-06,9.2,0.1,17.95,23,True
13913,2020-01-06,9.2,0.1,18.39,24,True
13914,2020-01-06,9.2,0.1,17.48,23,True
13915,2020-01-06,9.2,0.1,17.91,23,True
13916,2020-01-06,9.2,0.1,16.88,22,True
13917,2020-01-06,9.2,0.1,20.47,26,True
13918,2020-01-06,9.2,0.1,18.48,24,True
13919,2020-01-06,9.2,0.1,18.93,24,True
13920,2020-01-06,9.2,0.1,16.58,22,True
13921,2020-01-06,9.2,0.1,16.76,22,True
13922,2020-01-06,9.2,0.1,17.86,23,True
13923,2020-01-06,9.2,0.1,20.39,26,True
13924,2020-01-06,9.2,0.1,18.0,23,True
13925,2020-01-06,9.2,0.1,19.76,25,True
13926,2020-01-06,9.2,0.1,18.5,24,True
13927,2020-01-06,9.2,0.1,19.47,25,True
13928,2020-01-06,9.2,0.1,17.84,23,True
13929,2020-01-06,9.2,0.1,17.85,23,True
13930,2020-01-06,9.2,0.1,16.33,22,True
13931,2020-01-06,9.2,0.1,16.54,22,True
13932,2020-01-06,9.2,0.1,18.13,24,True
13933,2020-01-06,9.2,0.1,17.51,23,True
13934,2020-01-06,9.2,0.1,18.3,24,True
13935,2020-01-06,9.2,0.1,17.9,23,True
13936,2020-01-06,9.2,0.1,18.14,24,True
13937,2020-01-06,9.2,0.1,18.33,24,True
13938,2020-01-06,9.2,0.1,17.41,23,True
13939,2020-01-06,9.2,0.1,18.38,24,True
13940,2020-01-06,9.2,0.1,18.94,24,True
13941,2020-01-06,9.2,0.1,17.69,23,True
13942,2020-01-06,9.2,0.1,18.15,24,True
13943,2020-01-06,9.2,0.1,18.01,24,True
13944,2020-01-06,9.2,0.1,17.54,23,True
13945,2020-01-06,9.2,0.1,18.01,24,True
13946,2020-01-06,9.2,0.1,19.13,25,True
13947,2020-01-06,9.2,0.1,20.57,26,True
13948,2020-01-06,9.2,0.1,18.05,24,True
13949,2020-01-06,9.2,0.1,16.55,22,True
13950,2020-01-06,9.2,0.1,17.59,23,True
13951,2020-01-06,9.2,0.1,15.97,21,True
13952,2020-01-06,9.2,0.1,17.52,23,True
13953,2020-01-06,9.2,0.1,19.15,25,True
13954,2020-01-06,9.2,0.1,19.83,25,True
13955,2020-01-06,9.2,0.1,18.96,24,True
13956,2020-01-06,9.2,0.1,19.75,25,True
13957,2020-01-06,9.2,0.1,19.18,25,True
13958,2020-01-06,9.2,0.1,18.41,24,True
13959,2020-01-06,9.2,0.1,17.31,23,True
13960,2020-01-06,9.2,0.1,18.75,24,True
13961,2020-01-06,9.2,0.1,18.87,24,True
13962,2020-01-06,9.2,0.1,18.46,24,True
13963,2020-01-06,9.2,0.1,15.71,21,True
13964,2020-01-06,9.2,0.1,16.93,22,True
13965,2020-01-06,9.2,0.1,19.93,25,True
13966,2020-01-06,9.2,0.1,17.17,23,True
13967,2020-01-06,9.2,0.1,18.72,24,True
13968,2020-01-06,9.2,0.1,17.18,23,True
13969,2020-01-06,9.2,0.1,18.41,24,True
13970,2020-01-06,9.2,0.1,17.18,23,True
13971,2020-01-06,9.2,0.1,17.08,23,True
13972,2020-01-06,9.2,0.1,17.91,23,True
13973,2020-01-06,9.2,0.1,17.49,23,True
13974,2020-01-06,9.2,0.1,18.88,24,True
13975,2020-01-06,9.2,0.1,17.43,23,True
13976,2020-01-06,9.2,0.1,18.09,24,True
13977,2020-01-06,9.2,0.1,17.66,23,True
13978,2020-01-06,9.2,0.1,19.19,25,True
13979,2020-01-06,9.2,0.1,19.31,25,True
13980,2020-01-06,9.2,0.1,17.94,23,True
13981,2020-01-06,9.2,0.1,18.34,24,True
13982,2020-01-06,9.2,0.1,17.31,23,True
13983,2020-01-06,9.2,0.1,18.95,24,True
13984,2020-01-06,9.2,0.1,18.64,24,True
13985,2020-01-06,9.2,0.1,18.16,24,True
13986,2020-01-06,9.2,0.1,17.72,23,True
13987,2020-01-06,9.2,0.1,18.77,24,True
