trip_id,date,mean_wind,inches_precip,trip_duration_minutes,trip_revenue,is_weekday,temp_min,temp_max
13507,2020-01-02,6.3,0.1,21.43,27,True,38.0,53.7
13508,2020-01-02,6.3,0.1,21.02,27,True,38.0,53.7
13509,2020-01-02,6.3,0.1,20.97,26,True,38.0,53.7
13510,2020-01-02,6.3,0.1,21.77,27,True,38.0,53.7
13511,2020-01-02,6.3,0.1,21.03,27,True,38.0,53.7
13512,2020-01-02,6.3,0.1,20.65,26,True,38.0,53.7
13513,2020-01-02,6.3,0.1,20.88,26,True,38.0,53.7
13514,2020-01-02,6.3,0.1,20.55,26,True,38.0,53.7
13515,2020-01-02,6.3,0.1,21.78,27,True,38.0,53.7
13516,2020-01-02,6.3,0.1,23.0,28,True,38.0,53.7
13517,2020-01-02,6.3,0.1,23.28,29,True,38.0,53.7
13518,2020-01-02,6.3,0.1,21.98,27,True,38.0,53.7
13519,2020-01-02,6.3,0.1,21.52,27,True,38.0,53.7
13520,2020-01-02,6.3,0.1,21.82,27,True,38.0,53.7
13521,2020-01-02,6.3,0.1,21.4,27,True,38.0,53.7
13522,2020-01-02,6.3,0.1,22.05,28,True,38.0,53.7
13523,2020-01-02,6.3,0.1,21.89,27,True,38.0,53.7
13524,2020-01-02,6.3,0.1,22.94,28,True,38.0,53.7
13525,2020-01-02,6.3,0.1,22.21,28,True,38.0,53.7
13526,2020-01-02,6.3,0.1,21.58,27,True,38.0,53.7
13527,2020-01-02,6.3,0.1,21.99,27,True,38.0,53.7
13528,2020-01-02,6.3,0.1,19.03,25,True,38.0,53.7
13529,2020-01-02,6.3,0.1,21.17,27,True,38.0,53.7
13530,2020-01-02,6.3,0.1,19.38,25,True,38.0,53.7
13531,2020-01-02,6.3,0.1,21.65,27,True,38.0,53.7
13532,2020-01-02,6.3,0.1,21.14,27,True,38.0,53.7
13533,2020-01-02,6.3,0.1,21.53,27,True,38.0,53.7
13534,2020-01-02,6.3,0.1,21.62,27,True,38.0,53.7
13535,2020-01-02,6.3,0.1,20.62,26,True,38.0,53.7
13536,2020-01-02,6.3,0.1,22.8,28,True,38.0,53.7
13537,2020-01-02,6.3,0.1,21.32,27,True,38.0,53.7
13538,2020-01-02,6.3,0.1,20.34,26,True,38.0,53.7
13539,2020-01-02,6.3,0.1,20.03,26,True,38.0,53.7
13540,2020-01-02,6.3,0.1,22.69,28,True,38.0,53.7
13541,2020-01-02,6.3,0.1,21.58,27,True,38.0,53.7
13542,2020-01-02,6.3,0.1,21.38,27,True,38.0,53.7
13543,2020-01-02,6.3,0.1,21.73,27,True,38.0,53.7
13544,2020-01-02,6.3,0.1,21.09,27,True,38.0,53.7
13545,2020-01-02,6.3,0.1,21.24,27,True,38.0,53.7
13546,2020-01-02,6.3,0.1,21.74,27,True,38.0,53.7
13547,2020-01-02,6.3,0.1,22.75,28,True,38.0,53.7
13548,2020-01-02,6.3,0.1,23.3,29,True,38.0,53.7
13549,2020-01-02,6.3,0.1,19.87,25,True,38.0,53.7
13550,2020-01-02,6.3,0.1,19.86,25,True,38.0,53.7
13551,2020-01-02,6.3,0.1,21.89,27,True,38.0,53.7
13552,2020-01-02,6.3,0.1,19.97,25,True,38.0,53.7
13553,2020-01-02,6.3,0.1,20.97,26,True,38.0,53.7
13554,2020-01-02,6.3,0.1,21.71,27,True,38.0,53.7
13555,2020-01-02,6.3,0.1,19.49,25,True,38.0,53.7
13556,2020-01-02,6.3,0.1,23.01,29,True,38.0,53.7
13557,2020-01-02,6.3,0.1,21.82,27,True,38.0,53.7
13558,2020-01-02,6.3,0.1,21.68,27,True,38.0,53.7
13559,2020-01-02,6.3,0.1,22.78,28,True,38.0,53.7
13560,2020-01-02,6.3,0.1,20.7,26,True,38.0,53.7
13561,2020-01-02,6.3,0.1,21.77,27,True,38.0,53.7
13562,2020-01-02,6.3,0.1,22.3,28,True,38.0,53.7
13563,2020-01-02,6.3,0.1,21.89,27,True,38.0,53.7
13564,2020-01-02,6.3,0.1,22.17,28,True,38.0,53.7
13565,2020-01-02,6.3,0.1,22.14,28,True,38.0,53.7
13566,2020-01-02,6.3,0.1,21.13,27,True,38.0,53.7
13567,2020-01-02,6.3,0.1,21.75,27,True,38.0,53.7
13568,2020-01-02,6.3,0.1,21.31,27,True,38.0,53.7
13569,2020-01-02,6.3,0.1,21.4,27,True,38.0,53.7
13570,2020-01-02,6.3,0.1,21.06,27,True,38.0,53.7
13571,2020-01-02,6.3,0.1,20.64,26,True,38.0,53.7
13572,2020-01-02,6.3,0.1,20.16,26,True,38.0,53.7
13573,2020-01-02,6.3,0.1,21.03,27,True,38.0,53.7
13574,2020-01-02,6.3,0.1,21.69,27,True,38.0,53.7
13575,2020-01-02,6.3,0.1,21.43,27,True,38.0,53.7
13576,2020-01-02,6.3,0.1,20.77,26,True,38.0,53.7
13577,2020-01-02,6.3,0.1,21.34,27,True,38.0,53.7
13578,2020-01-02,6.3,0.1,21.51,27,True,38.0,53.7
13579,2020-01-02,6.3,0.1,22.36,28,True,38.0,53.7
13580,2020-01-02,6.3,0.1,23.97,29,True,38.0,53.7
13581,2020-01-02,6.3,0.1,20.73,26,True,38.0,53.7
13582,2020-01-02,6.3,0.1,20.1,26,True,38.0,53.7
13583,2020-01-02,6.3,0.1,21.87,27,True,38.0,53.7
13584,2020-01-02,6.3,0.1,20.59,26,True,38.0,53.7
13585,2020-01-02,6.3,0.1,21.25,27,True,38.0,53.7
13586,2020-01-02,6.3,0.1,21.75,27,True,38.0,53.7
13587,2020-01-02,6.3,0.1,20.53,26,True,38.0,53.7
13588,2020-01-02,6.3,0.1,20.2,26,True,38.0,53.7
13589,2020-01-02,6.3,0.1,21.66,27,True,38.0,53.7
13590,2020-01-02,6.3,0.1,21.85,27,True,38.0,53.7
13591,2020-01-02,6.3,0.1,21.28,27,True,38.0,53.7
13592,2020-01-02,6.3,0.1,20.69,26,True,38.0,53.7
13593,2020-01-02,6.3,0.1,21.56,27,True,38.0,53.7
13594,2020-01-02,6.3,0.1,21.87,27,True,38.0,53.7
13595,2020-01-02,6.3,0.1,22.18,28,True,38.0,53.7
13596,2020-01-02,6.3,0.1,22.21,28,True,38.0,53.7
13597,2020-01-02,6.3,0.1,22.09,28,True,38.0,53.7
13598,2020-01-02,6.3,0.1,20.23,26,True,38.0,53.7
13599,2020-01-02,6.3,0.1,21.67,27,True,38.0,53.7
13600,2020-01-02,6.3,0.1,21.75,27,True,38.0,53.7
13601,2020-01-02,6.3,0.1,21.61,27,True,38.0,53.7
13602,2020-01-02,6.3,0.1,20.18,26,True,38.0,53.7
13603,2020-01-02,6.3,0.1,21.2,27,True,38.0,53.7
13604,2020-01-02,6.3,0.1,21.35,27,True,38.0,53.7
13605,2020-01-02,6.3,0.1,22.25,28,True,38.0,53.7
13606,2020-01-02,6.3,0.1,22.44,28,True,38.0,53.7
13607,2020-01-02,6.3,0.1,21.2,27,True,38.0,53.7
13608,2020-01-02,6.3,0.1,21.69,27,True,38.0,53.7
13609,2020-01-02,6.3,0.1,20.7,26,True,38.0,53.7
13610,2020-01-02,6.3,0.1,21.57,27,True,38.0,53.7
13611,2020-01-02,6.3,0.1,20.62,26,True,38.0,53.7
13612,2020-01-02,6.3,0.1,22.02,28,True,38.0,53.7
13613,2020-01-02,6.3,0.1,21.18,27,True,38.0,53.7
13614,2020-01-02,6.3,0.1,22.22,28,True,38.0,53.7
13615,2020-01-02,6.3,0.1,22.34,28,True,38.0,53.7
13616,2020-01-02,6.3,0.1,22.17,28,True,38.0,53.7
13617,2020-01-02,6.3,0.1,21.02,27,True,38.0,53.7
13618,2020-01-02,6.3,0.1,21.31,27,True,38.0,53.7
13619,2020-01-02,6.3,0.1,20.17,26,True,38.0,53.7
13620,2020-01-02,6.3,0.1,19.18,25,True,38.0,53.7
13621,2020-01-02,6.3,0.1,20.77,26,True,38.0,53.7
13622,2020-01-02,6.3,0.1,20.04,26,True,38.0,53.7
13623,2020-01-02,6.3,0.1,20.05,26,True,38.0,53.7
13624,2020-01-02,6.3,0.1,21.15,27,True,38.0,53.7
13625,2020-01-02,6.3,0.1,20.42,26,True,38.0,53.7
13626,2020-01-02,6.3,0.1,20.92,26,True,38.0,53.7
13627,2020-01-02,6.3,0.1,21.69,27,True,38.0,53.7
13628,2020-01-02,6.3,0.1,21.47,27,True,38.0,53.7
13629,2020-01-02,6.3,0.1,20.75,26,True,38.0,53.7
13630,2020-01-02,6.3,0.1,23.44,29,True,38.0,53.7
13631,2020-01-02,6.3,0.1,21.73,27,True,38.0,53.7
13632,2020-01-02,6.3,0.1,20.79,26,True,38.0,53.7
13633,2020-01-02,6.3,0.1,20.75,26,True,38.0,53.7
13634,2020-01-02,6.3,0.1,22.11,28,True,38.0,53.7
13635,2020-01-02,6.3,0.1,21.16,27,True,38.0,53.7
13636,2020-01-02,6.3,0.1,20.32,26,True,38.0,53.7
13637,2020-01-02,6.3,0.1,23.35,29,True,38.0,53.7
13638,2020-01-02,6.3,0.1,21.84,27,True,38.0,53.7
13639,2020-01-02,6.3,0.1,21.25,27,True,38.0,53.7
13640,2020-01-02,6.3,0.1,21.21,27,True,38.0,53.7
13641,2020-01-02,6.3,0.1,19.66,25,True,38.0,53.7
13642,2020-01-02,6.3,0.1,19.88,25,True,38.0,53.7
13643,2020-01-02,6.3,0.1,22.81,28,True,38.0,53.7
13644,2020-01-02,6.3,0.1,22.22,28,True,38.0,53.7
13645,2020-01-02,6.3,0.1,20.56,26,True,38.0,53.7
13646,2020-01-02,6.3,0.1,22.37,28,True,38.0,53.7
13647,2020-01-02,6.3,0.1,22.95,28,True,38.0,53.7
13648,2020-01-02,6.3,0.1,21.32,27,True,38.0,53.7
13649,2020-01-02,6.3,0.1,21.28,27,True,38.0,53.7
13650,2020-01-02,6.3,0.1,21.58,27,True,38.0,53.7
13651,2020-01-02,6.3,0.1,20.33,26,True,38.0,53.7
13652,2020-01-02,6.3,0.1,22.3,28,True,38.0,53.7
13653,2020-01-02,6.3,0.1,22.49,28,True,38.0,53.7
13654,2020-01-02,6.3,0.1,22.01,28,True,38.0,53.7
13655,2020-01-02,6.3,0.1,20.44,26,True,38.0,53.7
13656,2020-01-02,6.3,0.1,21.4,27,True,38.0,53.7
13657,2020-01-02,6.3,0.1,21.12,27,True,38.0,53.7
13658,2020-01-02,6.3,0.1,20.92,26,True,38.0,53.7
13659,2020-01-02,6.3,0.1,23.14,29,True,38.0,53.7
13660,2020-01-02,6.3,0.1,20.68,26,True,38.0,53.7
13661,2020-01-02,6.3,0.1,21.24,27,True,38.0,53.7
13662,2020-01-02,6.3,0.1,22.67,28,True,38.0,53.7
13663,2020-01-02,6.3,0.1,20.96,26,True,38.0,53.7
13664,2020-01-02,6.3,0.1,21.67,27,True,38.0,53.7
13665,2020-01-02,6.3,0.1,21.56,27,True,38.0,53.7
13666,2020-01-02,6.3,0.1,21.84,27,True,38.0,53.7
13667,2020-01-02,6.3,0.1,20.43,26,True,38.0,53.7
13668,2020-01-02,6.3,0.1,21.65,27,True,38.0,53.7
13669,2020-01-02,6.3,0.1,21.42,27,True,38.0,53.7
13670,2020-01-02,6.3,0.1,20.68,26,True,38.0,53.7
13671,2020-01-02,6.3,0.1,19.47,25,True,38.0,53.7
13672,2020-01-02,6.3,0.1,21.12,27,True,38.0,53.7
13673,2020-01-02,6.3,0.1,20.5,26,True,38.0,53.7
13674,2020-01-02,6.3,0.1,21.89,27,True,38.0,53.7
13675,2020-01-02,6.3,0.1,21.8,27,True,38.0,53.7
13676,2020-01-03,10.1,0.2,14.45,20,True,35.0,59.0
13677,2020-01-03,10.1,0.2,15.42,21,True,35.0,59.0
13678,2020-01-03,10.1,0.2,15.56,21,True,35.0,59.0
13679,2020-01-03,10.1,0.2,15.14,21,True,35.0,59.0
13680,2020-01-03,10.1,0.2,13.05,19,True,35.0,59.0
13681,2020-01-03,10.1,0.2,15.47,21,True,35.0,59.0
13682,2020-01-03,10.1,0.2,14.15,20,True,35.0,59.0
13683,2020-01-03,10.1,0.2,15.87,21,True,35.0,59.0
13684,2020-01-03,10.1,0.2,13.77,19,True,35.0,59.0
13685,2020-01-03,10.1,0.2,14.37,20,True,35.0,59.0
13686,2020-01-03,10.1,0.2,15.33,21,True,35.0,59.0
13687,2020-01-03,10.1,0.2,13.56,19,True,35.0,59.0
13688,2020-01-03,10.1,0.2,15.86,21,True,35.0,59.0
13689,2020-01-03,10.1,0.2,15.32,21,True,35.0,59.0
13690,2020-01-03,10.1,0.2,14.99,20,True,35.0,59.0
13691,2020-01-03,10.1,0.2,15.35,21,True,35.0,59.0
13692,2020-01-03,10.1,0.2,13.39,19,True,35.0,59.0
13693,2020-01-03,10.1,0.2,13.78,19,True,35.0,59.0
13694,2020-01-03,10.1,0.2,15.25,21,True,35.0,59.0
13695,2020-01-03,10.1,0.2,14.7,20,True,35.0,59.0
13696,2020-01-03,10.1,0.2,13.87,19,True,35.0,59.0
13697,2020-01-03,10.1,0.2,14.79,20,True,35.0,59.0
13698,2020-01-03,10.1,0.2,15.42,21,True,35.0,59.0
13699,2020-01-03,10.1,0.2,14.23,20,True,35.0,59.0
13700,2020-01-03,10.1,0.2,14.25,20,True,35.0,59.0
13701,2020-01-03,10.1,0.2,16.25,22,True,35.0,59.0
13702,2020-01-03,10.1,0.2,14.51,20,True,35.0,59.0
13703,2020-01-03,10.1,0.2,15.64,21,True,35.0,59.0
13704,2020-01-03,10.1,0.2,15.15,21,True,35.0,59.0
13705,2020-01-03,10.1,0.2,14.76,20,True,35.0,59.0
13706,2020-01-03,10.1,0.2,14.59,20,True,35.0,59.0
13707,2020-01-03,10.1,0.2,15.11,21,True,35.0,59.0
13708,2020-01-03,10.1,0.2,13.72,19,True,35.0,59.0
13709,2020-01-03,10.1,0.2,15.56,21,True,35.0,59.0
13710,2020-01-03,10.1,0.2,15.31,21,True,35.0,59.0
13711,2020-01-03,10.1,0.2,15.81,21,True,35.0,59.0
13712,2020-01-03,10.1,0.2,16.77,22,True,35.0,59.0
13713,2020-01-03,10.1,0.2,14.84,20,True,35.0,59.0
13714,2020-01-03,10.1,0.2,15.32,21,True,35.0,59.0
13715,2020-01-03,10.1,0.2,16.38,22,True,35.0,59.0
13716,2020-01-03,10.1,0.2,14.27,20,True,35.0,59.0
13717,2020-01-03,10.1,0.2,15.92,21,True,35.0,59.0
13718,2020-01-03,10.1,0.2,14.25,20,True,35.0,59.0
13719,2020-01-03,10.1,0.2,15.04,21,True,35.0,59.0
13720,2020-01-03,10.1,0.2,14.04,20,True,35.0,59.0
13721,2020-01-03,10.1,0.2,13.64,19,True,35.0,59.0
13722,2020-01-03,10.1,0.2,14.41,20,True,35.0,59.0
13723,2020-01-03,10.1,0.2,14.86,20,True,35.0,59.0
13724,2020-01-03,10.1,0.2,14.69,20,True,35.0,59.0
13725,2020-01-03,10.1,0.2,14.4,20,True,35.0,59.0
13726,2020-01-03,10.1,0.2,15.52,21,True,35.0,59.0
13727,2020-01-03,10.1,0.2,13.48,19,True,35.0,59.0
13728,2020-01-03,10.1,0.2,15.39,21,True,35.0,59.0
13729,2020-01-03,10.1,0.2,15.41,21,True,35.0,59.0
13730,2020-01-03,10.1,0.2,14.72,20,True,35.0,59.0
13731,2020-01-03,10.1,0.2,15.22,21,True,35.0,59.0
13732,2020-01-03,10.1,0.2,14.85,20,True,35.0,59.0
13733,2020-01-03,10.1,0.2,14.54,20,True,35.0,59.0
13734,2020-01-03,10.1,0.2,15.32,21,True,35.0,59.0
13735,2020-01-03,10.1,0.2,16.03,22,True,35.0,59.0
13736,2020-01-03,10.1,0.2,16.45,22,True,35.0,59.0
13737,2020-01-03,10.1,0.2,14.53,20,True,35.0,59.0
13738,2020-01-03,10.1,0.2,15.1,21,True,35.0,59.0
13739,2020-01-03,10.1,0.2,14.62,20,True,35.0,59.0
13740,2020-01-03,10.1,0.2,13.59,19,True,35.0,59.0
13741,2020-01-03,10.1,0.2,14.91,20,True,35.0,59.0
13742,2020-01-03,10.1,0.2,15.05,21,True,35.0,59.0
13743,2020-01-03,10.1,0.2,15.74,21,True,35.0,59.0
13744,2020-01-03,10.1,0.2,13.14,19,True,35.0,59.0
13745,2020-01-03,10.1,0.2,15.38,21,True,35.0,59.0
13746,2020-01-03,10.1,0.2,14.25,20,True,35.0,59.0
13747,2020-01-03,10.1,0.2,13.37,19,True,35.0,59.0
13748,2020-01-03,10.1,0.2,15.58,21,True,35.0,59.0
13749,2020-01-03,10.1,0.2,14.48,20,True,35.0,59.0
13750,2020-01-03,10.1,0.2,15.7,21,True,35.0,59.0
13751,2020-01-03,10.1,0.2,16.74,22,True,35.0,59.0
13752,2020-01-03,10.1,0.2,15.02,21,True,35.0,59.0
13753,2020-01-03,10.1,0.2,14.74,20,True,35.0,59.0
13754,2020-01-03,10.1,0.2,14.07,20,True,35.0,59.0
13755,2020-01-03,10.1,0.2,14.23,20,True,35.0,59.0
13756,2020-01-03,10.1,0.2,15.04,21,True,35.0,59.0
13757,2020-01-03,10.1,0.2,14.82,20,True,35.0,59.0
13758,2020-01-03,10.1,0.2,15.05,21,True,35.0,59.0
13759,2020-01-03,10.1,0.2,13.57,19,True,35.0,59.0
13760,2020-01-03,10.1,0.2,13.6,19,True,35.0,59.0
13761,2020-01-03,10.1,0.2,13.79,19,True,35.0,59.0
13762,2020-01-03,10.1,0.2,15.4,21,True,35.0,59.0
13763,2020-01-03,10.1,0.2,16.0,21,True,35.0,59.0
13764,2020-01-03,10.1,0.2,14.85,20,True,35.0,59.0
13765,2020-01-03,10.1,0.2,14.65,20,True,35.0,59.0
13766,2020-01-03,10.1,0.2,15.57,21,True,35.0,59.0
13767,2020-01-03,10.1,0.2,15.28,21,True,35.0,59.0
13768,2020-01-03,10.1,0.2,15.57,21,True,35.0,59.0
13769,2020-01-03,10.1,0.2,15.81,21,True,35.0,59.0
13770,2020-01-03,10.1,0.2,14.98,20,True,35.0,59.0
13771,2020-01-03,10.1,0.2,17.26,23,True,35.0,59.0
13772,2020-01-03,10.1,0.2,14.14,20,True,35.0,59.0
13773,2020-01-03,10.1,0.2,15.91,21,True,35.0,59.0
13774,2020-01-03,10.1,0.2,14.42,20,True,35.0,59.0
13775,2020-01-03,10.1,0.2,16.02,22,True,35.0,59.0
13776,2020-01-03,10.1,0.2,15.71,21,True,35.0,59.0
13777,2020-01-03,10.1,0.2,14.92,20,True,35.0,59.0
13778,2020-01-03,10.1,0.2,15.36,21,True,35.0,59.0
13779,2020-01-03,10.1,0.2,16.02,22,True,35.0,59.0
13780,2020-01-03,10.1,0.2,15.17,21,True,35.0,59.0
13781,2020-01-03,10.1,0.2,15.31,21,True,35.0,59.0
13782,2020-01-03,10.1,0.2,14.42,20,True,35.0,59.0
13783,2020-01-03,10.1,0.2,15.69,21,True,35.0,59.0
13784,2020-01-03,10.1,0.2,15.27,21,True,35.0,59.0
13785,2020-01-03,10.1,0.2,13.76,19,True,35.0,59.0
13786,2020-01-04,8.5,0.7,13.01,19,False,37.0,54.7
13787,2020-01-04,8.5,0.7,11.59,17,False,37.0,54.7
13788,2020-01-04,8.5,0.7,12.43,18,False,37.0,54.7
13789,2020-01-04,8.5,0.7,9.77,15,False,37.0,54.7
13790,2020-01-04,8.5,0.7,11.61,17,False,37.0,54.7
13791,2020-01-04,8.5,0.7,10.82,16,False,37.0,54.7
13792,2020-01-04,8.5,0.7,10.29,16,False,37.0,54.7
13793,2020-01-04,8.5,0.7,11.71,17,False,37.0,54.7
13794,2020-01-04,8.5,0.7,12.1,18,False,37.0,54.7
13795,2020-01-04,8.5,0.7,10.13,16,False,37.0,54.7
13796,2020-01-04,8.5,0.7,13.56,19,False,37.0,54.7
13797,2020-01-04,8.5,0.7,12.67,18,False,37.0,54.7
13798,2020-01-04,8.5,0.7,12.2,18,False,37.0,54.7
13799,2020-01-04,8.5,0.7,12.02,18,False,37.0,54.7
13800,2020-01-04,8.5,0.7,11.6,17,False,37.0,54.7
13801,2020-01-04,8.5,0.7,11.85,17,False,37.0,54.7
13802,2020-01-04,8.5,0.7,10.18,16,False,37.0,54.7
13803,2020-01-04,8.5,0.7,9.86,15,False,37.0,54.7
13804,2020-01-04,8.5,0.7,11.17,17,False,37.0,54.7
13805,2020-01-04,8.5,0.7,10.63,16,False,37.0,54.7
13806,2020-01-04,8.5,0.7,12.17,18,False,37.0,54.7
13807,2020-01-04,8.5,0.7,10.84,16,False,37.0,54.7
13808,2020-01-04,8.5,0.7,10.74,16,False,37.0,54.7
13809,2020-01-04,8.5,0.7,10.64,16,False,37.0,54.7
13810,2020-01-04,8.5,0.7,9.75,15,False,37.0,54.7
13811,2020-01-04,8.5,0.7,11.88,17,False,37.0,54.7
13812,2020-01-04,8.5,0.7,12.31,18,False,37.0,54.7
13813,2020-01-04,8.5,0.7,13.7,19,False,37.0,54.7
13814,2020-01-04,8.5,0.7,10.45,16,False,37.0,54.7
13815,2020-01-04,8.5,0.7,11.69,17,False,37.0,54.7
13816,2020-01-04,8.5,0.7,11.51,17,False,37.0,54.7
13817,2020-01-04,8.5,0.7,10.28,16,False,37.0,54.7
13818,2020-01-04,8.5,0.7,12.14,18,False,37.0,54.7
13819,2020-01-04,8.5,0.7,13.18,19,False,37.0,54.7
13820,2020-01-04,8.5,0.7,10.81,16,False,37.0,54.7
13821,2020-01-04,8.5,0.7,13.14,19,False,37.0,54.7
13822,2020-01-04,8.5,0.7,12.99,18,False,37.0,54.7
13823,2020-01-04,8.5,0.7,10.21,16,False,37.0,54.7
13824,2020-01-04,8.5,0.7,11.04,17,False,37.0,54.7
13825,2020-01-04,8.5,0.7,13.77,19,False,37.0,54.7
13826,2020-01-04,8.5,0.7,11.28,17,False,37.0,54.7
13827,2020-01-04,8.5,0.7,10.52,16,False,37.0,54.7
13828,2020-01-04,8.5,0.7,11.13,17,False,37.0,54.7
13829,2020-01-04,8.5,0.7,11.2,17,False,37.0,54.7
13830,2020-01-04,8.5,0.7,11.45,17,False,37.0,54.7
13831,2020-01-04,8.5,0.7,11.28,17,False,37.0,54.7
13832,2020-01-04,8.5,0.7,10.91,16,False,37.0,54.7
13833,2020-01-04,8.5,0.7,9.12,15,False,37.0,54.7
13834,2020-01-04,8.5,0.7,12.27,18,False,37.0,54.7
13835,2020-01-04,8.5,0.7,12.47,18,False,37.0,54.7
13836,2020-01-04,8.5,0.7,11.87,17,False,37.0,54.7
13837,2020-01-04,8.5,0.7,11.48,17,False,37.0,54.7
13838,2020-01-04,8.5,0.7,10.59,16,False,37.0,54.7
13839,2020-01-04,8.5,0.7,12.0,18,False,37.0,54.7
13840,2020-01-04,8.5,0.7,12.15,18,False,37.0,54.7
13841,2020-01-04,8.5,0.7,11.29,17,False,37.0,54.7
13842,2020-01-04,8.5,0.7,11.61,17,False,37.0,54.7
13843,2020-01-04,8.5,0.7,12.6,18,False,37.0,54.7
13844,2020-01-04,8.5,0.7,11.03,17,False,37.0,54.7
13845,2020-01-04,8.5,0.7,11.22,17,False,37.0,54.7
13846,2020-01-04,8.5,0.7,10.8,16,False,37.0,54.7
13847,2020-01-04,8.5,0.7,10.69,16,False,37.0,54.7
13848,2020-01-04,8.5,0.7,11.25,17,False,37.0,54.7
13849,2020-01-04,8.5,0.7,10.32,16,False,37.0,54.7
13850,2020-01-04,8.5,0.7,12.34,18,False,37.0,54.7
13851,2020-01-04,8.5,0.7,11.1,17,False,37.0,54.7
13852,2020-01-04,8.5,0.7,11.39,17,False,37.0,54.7
13853,2020-01-04,8.5,0.7,11.42,17,False,37.0,54.7
13854,2020-01-04,8.5,0.7,13.37,19,False,37.0,54.7
13855,2020-01-04,8.5,0.7,12.69,18,False,37.0,54.7
13856,2020-01-04,8.5,0.7,11.09,17,False,37.0,54.7
13857,2020-01-04,8.5,0.7,12.05,18,False,37.0,54.7
13858,2020-01-04,8.5,0.7,11.64,17,False,37.0,54.7
13859,2020-01-04,8.5,0.7,13.13,19,False,37.0,54.7
13860,2020-01-05,11.0,0.6,9.77,15,False,41.0,52.0
