trip_id,date,mean_wind,inches_precip,trip_duration_minutes,trip_revenue,day_of_week_type
13502,2020-01-01,9.4,0.9,10.129679259204833,16,WEEKDAY
13503,2020-01-02,6.3,0.1,21.725823528993676,27,WEEKDAY
13504,2020-01-02,6.3,0.1,21.192161284482538,27,WEEKDAY
13505,2020-01-02,6.3,0.1,21.844729247863476,27,WEEKDAY
13506,2020-01-02,6.3,0.1,21.535372829554177,27,WEEKDAY
13507,2020-01-02,6.3,0.1,21.431175706314647,27,WEEKDAY
13508,2020-01-02,6.3,0.1,21.022146350496666,27,WEEKDAY
13509,2020-01-02,6.3,0.1,20.97301252058825,26,WEEKDAY
13510,2020-01-02,6.3,0.1,21.765103909140997,27,WEEKDAY
13511,2020-01-02,6.3,0.1,21.02945442538833,27,WEEKDAY
13512,2020-01-02,6.3,0.1,20.647362984869165,26,WEEKDAY
13513,2020-01-02,6.3,0.1,20.87781252033061,26,WEEKDAY
13514,2020-01-02,6.3,0.1,20.55166604921655,26,WEEKDAY
13515,2020-01-02,6.3,0.1,21.77731363330453,27,WEEKDAY
13516,2020-01-02,6.3,0.1,22.996906049809123,28,WEEKDAY
13517,2020-01-02,6.3,0.1,23.280639674910987,29,WEEKDAY
13518,2020-01-02,6.3,0.1,21.97593133872834,27,WEEKDAY
13519,2020-01-02,6.3,0.1,21.518699803390575,27,WEEKDAY
13520,2020-01-02,6.3,0.1,21.818797866715542,27,WEEKDAY
13521,2020-01-02,6.3,0.1,21.39949579159208,27,WEEKDAY
13522,2020-01-02,6.3,0.1,22.053153690436595,28,WEEKDAY
13523,2020-01-02,6.3,0.1,21.88702038853613,27,WEEKDAY
13524,2020-01-02,6.3,0.1,22.944356220103302,28,WEEKDAY
13525,2020-01-02,6.3,0.1,22.21181732336456,28,WEEKDAY
13526,2020-01-02,6.3,0.1,21.58066367250873,27,WEEKDAY
13527,2020-01-02,6.3,0.1,21.98911112030758,27,WEEKDAY
13528,2020-01-02,6.3,0.1,19.030956391004466,25,WEEKDAY
13529,2020-01-02,6.3,0.1,21.166053039220927,27,WEEKDAY
13530,2020-01-02,6.3,0.1,19.375118191965093,25,WEEKDAY
13531,2020-01-02,6.3,0.1,21.64745100196158,27,WEEKDAY
13532,2020-01-02,6.3,0.1,21.14268798304536,27,WEEKDAY
13533,2020-01-02,6.3,0.1,21.532215981071026,27,WEEKDAY
13534,2020-01-02,6.3,0.1,21.620951500152536,27,WEEKDAY
13535,2020-01-02,6.3,0.1,20.61601957575489,26,WEEKDAY
13536,2020-01-02,6.3,0.1,22.79936598462345,28,WEEKDAY
13537,2020-01-02,6.3,0.1,21.32327685268263,27,WEEKDAY
13538,2020-01-02,6.3,0.1,20.339814812259114,26,WEEKDAY
13539,2020-01-02,6.3,0.1,20.027501144153383,26,WEEKDAY
13540,2020-01-02,6.3,0.1,22.68969754617777,28,WEEKDAY
13541,2020-01-02,6.3,0.1,21.5781276158362,27,WEEKDAY
13542,2020-01-02,6.3,0.1,21.381858052507056,27,WEEKDAY
13543,2020-01-02,6.3,0.1,21.73440197638027,27,WEEKDAY
13544,2020-01-02,6.3,0.1,21.087890848811217,27,WEEKDAY
13545,2020-01-02,6.3,0.1,21.243497510130915,27,WEEKDAY
13546,2020-01-02,6.3,0.1,21.74263169840804,27,WEEKDAY
13547,2020-01-02,6.3,0.1,22.751291542545165,28,WEEKDAY
13548,2020-01-02,6.3,0.1,23.302127370586692,29,WEEKDAY
13549,2020-01-02,6.3,0.1,19.87048529151818,25,WEEKDAY
13550,2020-01-02,6.3,0.1,19.858471985547464,25,WEEKDAY
13551,2020-01-02,6.3,0.1,21.88635707392987,27,WEEKDAY
13552,2020-01-02,6.3,0.1,19.96732733435087,25,WEEKDAY
13553,2020-01-02,6.3,0.1,20.96656240831338,26,WEEKDAY
13554,2020-01-02,6.3,0.1,21.70795807254993,27,WEEKDAY
13555,2020-01-02,6.3,0.1,19.491116338372706,25,WEEKDAY
13556,2020-01-02,6.3,0.1,23.00777597264679,29,WEEKDAY
13557,2020-01-02,6.3,0.1,21.81629347752426,27,WEEKDAY
13558,2020-01-02,6.3,0.1,21.675135804746237,27,WEEKDAY
13559,2020-01-02,6.3,0.1,22.778662812368232,28,WEEKDAY
13560,2020-01-02,6.3,0.1,20.704224551345778,26,WEEKDAY
13561,2020-01-02,6.3,0.1,21.772658799841878,27,WEEKDAY
13562,2020-01-02,6.3,0.1,22.29516715579903,28,WEEKDAY
13563,2020-01-02,6.3,0.1,21.88523892253083,27,WEEKDAY
13564,2020-01-02,6.3,0.1,22.1703915188359,28,WEEKDAY
13565,2020-01-02,6.3,0.1,22.13804929625109,28,WEEKDAY
13566,2020-01-02,6.3,0.1,21.127870689119923,27,WEEKDAY
13567,2020-01-02,6.3,0.1,21.751841490544017,27,WEEKDAY
13568,2020-01-02,6.3,0.1,21.307569517060667,27,WEEKDAY
13569,2020-01-02,6.3,0.1,21.395965168957154,27,WEEKDAY
13570,2020-01-02,6.3,0.1,21.063878066245216,27,WEEKDAY
13571,2020-01-02,6.3,0.1,20.644496431729202,26,WEEKDAY
13572,2020-01-02,6.3,0.1,20.155995773389865,26,WEEKDAY
13573,2020-01-02,6.3,0.1,21.033157242940316,27,WEEKDAY
13574,2020-01-02,6.3,0.1,21.686982595861142,27,WEEKDAY
13575,2020-01-02,6.3,0.1,21.434427066713255,27,WEEKDAY
13576,2020-01-02,6.3,0.1,20.77350121886296,26,WEEKDAY
13577,2020-01-02,6.3,0.1,21.343743798213474,27,WEEKDAY
13578,2020-01-02,6.3,0.1,21.507196893795985,27,WEEKDAY
13579,2020-01-02,6.3,0.1,22.362790545358997,28,WEEKDAY
13580,2020-01-02,6.3,0.1,23.969341843963726,29,WEEKDAY
13581,2020-01-02,6.3,0.1,20.729985484809628,26,WEEKDAY
13582,2020-01-02,6.3,0.1,20.10283647130756,26,WEEKDAY
13583,2020-01-02,6.3,0.1,21.866671478299786,27,WEEKDAY
13584,2020-01-02,6.3,0.1,20.591210547346044,26,WEEKDAY
13585,2020-01-02,6.3,0.1,21.245919540175063,27,WEEKDAY
13586,2020-01-02,6.3,0.1,21.751619159685145,27,WEEKDAY
13587,2020-01-02,6.3,0.1,20.52965544062196,26,WEEKDAY
13588,2020-01-02,6.3,0.1,20.19774407384058,26,WEEKDAY
13589,2020-01-02,6.3,0.1,21.66472252360854,27,WEEKDAY
13590,2020-01-02,6.3,0.1,21.848413009234765,27,WEEKDAY
13591,2020-01-02,6.3,0.1,21.280240321597383,27,WEEKDAY
13592,2020-01-02,6.3,0.1,20.693896731659088,26,WEEKDAY
13593,2020-01-02,6.3,0.1,21.560137864260735,27,WEEKDAY
13594,2020-01-02,6.3,0.1,21.87469019847414,27,WEEKDAY
13595,2020-01-02,6.3,0.1,22.178601724707832,28,WEEKDAY
13596,2020-01-02,6.3,0.1,22.207411649470778,28,WEEKDAY
13597,2020-01-02,6.3,0.1,22.093182889393553,28,WEEKDAY
13598,2020-01-02,6.3,0.1,20.225776548029707,26,WEEKDAY
13599,2020-01-02,6.3,0.1,21.66846581705748,27,WEEKDAY
13600,2020-01-02,6.3,0.1,21.745490092323315,27,WEEKDAY
13601,2020-01-02,6.3,0.1,21.605627639779126,27,WEEKDAY
13602,2020-01-02,6.3,0.1,20.180314526297675,26,WEEKDAY
13603,2020-01-02,6.3,0.1,21.199790851553185,27,WEEKDAY
13604,2020-01-02,6.3,0.1,21.349027936635856,27,WEEKDAY
13605,2020-01-02,6.3,0.1,22.251451107421033,28,WEEKDAY
13606,2020-01-02,6.3,0.1,22.442606899025137,28,WEEKDAY
13607,2020-01-02,6.3,0.1,21.197087117822875,27,WEEKDAY
13608,2020-01-02,6.3,0.1,21.68637092219039,27,WEEKDAY
13609,2020-01-02,6.3,0.1,20.6982195516699,26,WEEKDAY
13610,2020-01-02,6.3,0.1,21.5720325751139,27,WEEKDAY
13611,2020-01-02,6.3,0.1,20.62011596008912,26,WEEKDAY
13612,2020-01-02,6.3,0.1,22.01728297043821,28,WEEKDAY
13613,2020-01-02,6.3,0.1,21.181655386162085,27,WEEKDAY
13614,2020-01-02,6.3,0.1,22.223349720625144,28,WEEKDAY
13615,2020-01-02,6.3,0.1,22.34214789503639,28,WEEKDAY
13616,2020-01-02,6.3,0.1,22.166002727741002,28,WEEKDAY
13617,2020-01-02,6.3,0.1,21.0195586837645,27,WEEKDAY
13618,2020-01-02,6.3,0.1,21.310328377029954,27,WEEKDAY
13619,2020-01-02,6.3,0.1,20.17147534437488,26,WEEKDAY
13620,2020-01-02,6.3,0.1,19.182257610392206,25,WEEKDAY
13621,2020-01-02,6.3,0.1,20.7742707542381,26,WEEKDAY
13622,2020-01-02,6.3,0.1,20.04436497220441,26,WEEKDAY
13623,2020-01-02,6.3,0.1,20.054200935133746,26,WEEKDAY
13624,2020-01-02,6.3,0.1,21.15405598465079,27,WEEKDAY
13625,2020-01-02,6.3,0.1,20.42020592562693,26,WEEKDAY
13626,2020-01-02,6.3,0.1,20.91623590440193,26,WEEKDAY
13627,2020-01-02,6.3,0.1,21.68806041282766,27,WEEKDAY
13628,2020-01-02,6.3,0.1,21.469457932982348,27,WEEKDAY
13629,2020-01-02,6.3,0.1,20.745354037452078,26,WEEKDAY
13630,2020-01-02,6.3,0.1,23.440852355394703,29,WEEKDAY
13631,2020-01-02,6.3,0.1,21.727750657309073,27,WEEKDAY
13632,2020-01-02,6.3,0.1,20.78693641209951,26,WEEKDAY
13633,2020-01-02,6.3,0.1,20.754635152056156,26,WEEKDAY
13634,2020-01-02,6.3,0.1,22.11055279654329,28,WEEKDAY
13635,2020-01-02,6.3,0.1,21.157154349785348,27,WEEKDAY
13636,2020-01-02,6.3,0.1,20.316574609815554,26,WEEKDAY
13637,2020-01-02,6.3,0.1,23.345670002051563,29,WEEKDAY
13638,2020-01-02,6.3,0.1,21.843344965462297,27,WEEKDAY
13639,2020-01-02,6.3,0.1,21.245004906035252,27,WEEKDAY
13640,2020-01-02,6.3,0.1,21.20925168620905,27,WEEKDAY
13641,2020-01-02,6.3,0.1,19.65915275821021,25,WEEKDAY
13642,2020-01-02,6.3,0.1,19.88047754597213,25,WEEKDAY
13643,2020-01-02,6.3,0.1,22.810984301141993,28,WEEKDAY
13644,2020-01-02,6.3,0.1,22.22439796093812,28,WEEKDAY
13645,2020-01-02,6.3,0.1,20.558481254241855,26,WEEKDAY
13646,2020-01-02,6.3,0.1,22.36879718289171,28,WEEKDAY
13647,2020-01-02,6.3,0.1,22.954780982804355,28,WEEKDAY
13648,2020-01-02,6.3,0.1,21.322459878853095,27,WEEKDAY
13649,2020-01-02,6.3,0.1,21.284447841030584,27,WEEKDAY
13650,2020-01-02,6.3,0.1,21.579577189268054,27,WEEKDAY
13651,2020-01-02,6.3,0.1,20.3274118641368,26,WEEKDAY
13652,2020-01-02,6.3,0.1,22.29987170312008,28,WEEKDAY
13653,2020-01-02,6.3,0.1,22.48528167366861,28,WEEKDAY
13654,2020-01-02,6.3,0.1,22.010656250559133,28,WEEKDAY
13655,2020-01-02,6.3,0.1,20.43934871048732,26,WEEKDAY
13656,2020-01-02,6.3,0.1,21.400725036829005,27,WEEKDAY
13657,2020-01-02,6.3,0.1,21.11717891058001,27,WEEKDAY
13658,2020-01-02,6.3,0.1,20.919499597864856,26,WEEKDAY
13659,2020-01-02,6.3,0.1,23.13730970874344,29,WEEKDAY
13660,2020-01-02,6.3,0.1,20.678637631542138,26,WEEKDAY
13661,2020-01-02,6.3,0.1,21.240940629994668,27,WEEKDAY
13662,2020-01-02,6.3,0.1,22.667040076766465,28,WEEKDAY
13663,2020-01-02,6.3,0.1,20.958152372458372,26,WEEKDAY
13664,2020-01-02,6.3,0.1,21.665638523221084,27,WEEKDAY
13665,2020-01-02,6.3,0.1,21.558305758285286,27,WEEKDAY
13666,2020-01-02,6.3,0.1,21.83884503146974,27,WEEKDAY
13667,2020-01-02,6.3,0.1,20.42650128952006,26,WEEKDAY
13668,2020-01-02,6.3,0.1,21.647251340592582,27,WEEKDAY
13669,2020-01-02,6.3,0.1,21.424436186234626,27,WEEKDAY
13670,2020-01-02,6.3,0.1,20.681157060163347,26,WEEKDAY
13671,2020-01-02,6.3,0.1,19.47395955937484,25,WEEKDAY
13672,2020-01-02,6.3,0.1,21.119030355037776,27,WEEKDAY
13673,2020-01-02,6.3,0.1,20.496488618341406,26,WEEKDAY
13674,2020-01-02,6.3,0.1,21.887133152174968,27,WEEKDAY
13675,2020-01-02,6.3,0.1,21.79930801565809,27,WEEKDAY
13676,2020-01-03,10.1,0.2,14.445144041369115,20,WEEKDAY
13677,2020-01-03,10.1,0.2,15.424867082440938,21,WEEKDAY
13678,2020-01-03,10.1,0.2,15.561485501966118,21,WEEKDAY
13679,2020-01-03,10.1,0.2,15.140709721577633,21,WEEKDAY
13680,2020-01-03,10.1,0.2,13.051752858342192,19,WEEKDAY
13681,2020-01-03,10.1,0.2,15.468713030952866,21,WEEKDAY
13682,2020-01-03,10.1,0.2,14.145272778893274,20,WEEKDAY
13683,2020-01-03,10.1,0.2,15.869595055716772,21,WEEKDAY
13684,2020-01-03,10.1,0.2,13.772160752537758,19,WEEKDAY
13685,2020-01-03,10.1,0.2,14.369764638721078,20,WEEKDAY
13686,2020-01-03,10.1,0.2,15.32545736615053,21,WEEKDAY
13687,2020-01-03,10.1,0.2,13.56425648732074,19,WEEKDAY
13688,2020-01-03,10.1,0.2,15.86025221966457,21,WEEKDAY
13689,2020-01-03,10.1,0.2,15.316939000146837,21,WEEKDAY
13690,2020-01-03,10.1,0.2,14.990124012370943,20,WEEKDAY
13691,2020-01-03,10.1,0.2,15.345515990529599,21,WEEKDAY
13692,2020-01-03,10.1,0.2,13.392202027349551,19,WEEKDAY
13693,2020-01-03,10.1,0.2,13.778228464769978,19,WEEKDAY
13694,2020-01-03,10.1,0.2,15.250179250362033,21,WEEKDAY
13695,2020-01-03,10.1,0.2,14.698979688258785,20,WEEKDAY
13696,2020-01-03,10.1,0.2,13.874493876832222,19,WEEKDAY
13697,2020-01-03,10.1,0.2,14.791762536229493,20,WEEKDAY
13698,2020-01-03,10.1,0.2,15.41997359633762,21,WEEKDAY
13699,2020-01-03,10.1,0.2,14.226967639919666,20,WEEKDAY
13700,2020-01-03,10.1,0.2,14.25292035956935,20,WEEKDAY
13701,2020-01-03,10.1,0.2,16.246132647575152,22,WEEKDAY
13702,2020-01-03,10.1,0.2,14.510758400047473,20,WEEKDAY
13703,2020-01-03,10.1,0.2,15.637270158111853,21,WEEKDAY
13704,2020-01-03,10.1,0.2,15.151031607293714,21,WEEKDAY
13705,2020-01-03,10.1,0.2,14.755547661684677,20,WEEKDAY
13706,2020-01-03,10.1,0.2,14.592338671896961,20,WEEKDAY
13707,2020-01-03,10.1,0.2,15.112894833958642,21,WEEKDAY
13708,2020-01-03,10.1,0.2,13.719440516560393,19,WEEKDAY
13709,2020-01-03,10.1,0.2,15.55736639365758,21,WEEKDAY
13710,2020-01-03,10.1,0.2,15.306255759865898,21,WEEKDAY
13711,2020-01-03,10.1,0.2,15.814509457706528,21,WEEKDAY
13712,2020-01-03,10.1,0.2,16.77050252716613,22,WEEKDAY
13713,2020-01-03,10.1,0.2,14.839113010414712,20,WEEKDAY
13714,2020-01-03,10.1,0.2,15.320402651751674,21,WEEKDAY
13715,2020-01-03,10.1,0.2,16.377166280608392,22,WEEKDAY
13716,2020-01-03,10.1,0.2,14.274520237246328,20,WEEKDAY
13717,2020-01-03,10.1,0.2,15.915724636243853,21,WEEKDAY
13718,2020-01-03,10.1,0.2,14.246558699169222,20,WEEKDAY
13719,2020-01-03,10.1,0.2,15.041084886388212,21,WEEKDAY
13720,2020-01-03,10.1,0.2,14.038454088293072,20,WEEKDAY
13721,2020-01-03,10.1,0.2,13.635472218434366,19,WEEKDAY
13722,2020-01-03,10.1,0.2,14.406733797922291,20,WEEKDAY
13723,2020-01-03,10.1,0.2,14.86446969431476,20,WEEKDAY
13724,2020-01-03,10.1,0.2,14.68622421829447,20,WEEKDAY
13725,2020-01-03,10.1,0.2,14.402290655950187,20,WEEKDAY
13726,2020-01-03,10.1,0.2,15.521383922557416,21,WEEKDAY
13727,2020-01-03,10.1,0.2,13.483820727993802,19,WEEKDAY
13728,2020-01-03,10.1,0.2,15.392091154304438,21,WEEKDAY
13729,2020-01-03,10.1,0.2,15.411890430037833,21,WEEKDAY
13730,2020-01-03,10.1,0.2,14.716586453133875,20,WEEKDAY
13731,2020-01-03,10.1,0.2,15.223726584006531,21,WEEKDAY
13732,2020-01-03,10.1,0.2,14.852910697847346,20,WEEKDAY
13733,2020-01-03,10.1,0.2,14.53689530046978,20,WEEKDAY
13734,2020-01-03,10.1,0.2,15.316630066298563,21,WEEKDAY
13735,2020-01-03,10.1,0.2,16.025868076091108,22,WEEKDAY
13736,2020-01-03,10.1,0.2,16.452607885793856,22,WEEKDAY
13737,2020-01-03,10.1,0.2,14.532513494052383,20,WEEKDAY
13738,2020-01-03,10.1,0.2,15.097011813174785,21,WEEKDAY
13739,2020-01-03,10.1,0.2,14.62275539901366,20,WEEKDAY
13740,2020-01-03,10.1,0.2,13.594995185603278,19,WEEKDAY
13741,2020-01-03,10.1,0.2,14.908367649952085,20,WEEKDAY
13742,2020-01-03,10.1,0.2,15.053371760092315,21,WEEKDAY
13743,2020-01-03,10.1,0.2,15.742149684613125,21,WEEKDAY
13744,2020-01-03,10.1,0.2,13.141166193568374,19,WEEKDAY
13745,2020-01-03,10.1,0.2,15.375544898453223,21,WEEKDAY
13746,2020-01-03,10.1,0.2,14.250404420195299,20,WEEKDAY
13747,2020-01-03,10.1,0.2,13.367269987760643,19,WEEKDAY
13748,2020-01-03,10.1,0.2,15.580380565590842,21,WEEKDAY
13749,2020-01-03,10.1,0.2,14.479247425541356,20,WEEKDAY
13750,2020-01-03,10.1,0.2,15.701506592206588,21,WEEKDAY
13751,2020-01-03,10.1,0.2,16.73953405239093,22,WEEKDAY
13752,2020-01-03,10.1,0.2,15.024366881214455,21,WEEKDAY
13753,2020-01-03,10.1,0.2,14.742057734436333,20,WEEKDAY
13754,2020-01-03,10.1,0.2,14.070977520715438,20,WEEKDAY
13755,2020-01-03,10.1,0.2,14.232850197431137,20,WEEKDAY
13756,2020-01-03,10.1,0.2,15.039108836867497,21,WEEKDAY
13757,2020-01-03,10.1,0.2,14.81730723412354,20,WEEKDAY
13758,2020-01-03,10.1,0.2,15.04932570713168,21,WEEKDAY
13759,2020-01-03,10.1,0.2,13.568964605874505,19,WEEKDAY
13760,2020-01-03,10.1,0.2,13.60034946214392,19,WEEKDAY
13761,2020-01-03,10.1,0.2,13.791494205503438,19,WEEKDAY
13762,2020-01-03,10.1,0.2,15.403272801282213,21,WEEKDAY
13763,2020-01-03,10.1,0.2,15.999296773744023,21,WEEKDAY
13764,2020-01-03,10.1,0.2,14.851543775602476,20,WEEKDAY
13765,2020-01-03,10.1,0.2,14.652492289262765,20,WEEKDAY
13766,2020-01-03,10.1,0.2,15.568692310175752,21,WEEKDAY
13767,2020-01-03,10.1,0.2,15.283937674865118,21,WEEKDAY
13768,2020-01-03,10.1,0.2,15.568600452883363,21,WEEKDAY
13769,2020-01-03,10.1,0.2,15.812501522032212,21,WEEKDAY
13770,2020-01-03,10.1,0.2,14.978577257415953,20,WEEKDAY
13771,2020-01-03,10.1,0.2,17.263154542968387,23,WEEKDAY
13772,2020-01-03,10.1,0.2,14.135970380723494,20,WEEKDAY
13773,2020-01-03,10.1,0.2,15.907142149765264,21,WEEKDAY
13774,2020-01-03,10.1,0.2,14.4208773684898,20,WEEKDAY
13775,2020-01-03,10.1,0.2,16.016429100975657,22,WEEKDAY
13776,2020-01-03,10.1,0.2,15.7096761838868,21,WEEKDAY
13777,2020-01-03,10.1,0.2,14.91552459733699,20,WEEKDAY
13778,2020-01-03,10.1,0.2,15.356140900379035,21,WEEKDAY
13779,2020-01-03,10.1,0.2,16.02125193162534,22,WEEKDAY
13780,2020-01-03,10.1,0.2,15.168188516411096,21,WEEKDAY
13781,2020-01-03,10.1,0.2,15.305843196863567,21,WEEKDAY
13782,2020-01-03,10.1,0.2,14.416961442583123,20,WEEKDAY
13783,2020-01-03,10.1,0.2,15.692834116986127,21,WEEKDAY
13784,2020-01-03,10.1,0.2,15.266655305252263,21,WEEKDAY
13785,2020-01-03,10.1,0.2,13.764597143821822,19,WEEKDAY
13786,2020-01-04,8.5,0.7,13.011710383035904,19,WEEKEND
13787,2020-01-04,8.5,0.7,11.594130944749669,17,WEEKEND
13788,2020-01-04,8.5,0.7,12.425264091703927,18,WEEKEND
13789,2020-01-04,8.5,0.7,9.773041216904206,15,WEEKEND
13790,2020-01-04,8.5,0.7,11.610519485382325,17,WEEKEND
13791,2020-01-04,8.5,0.7,10.817234500845895,16,WEEKEND
13792,2020-01-04,8.5,0.7,10.287021192824655,16,WEEKEND
13793,2020-01-04,8.5,0.7,11.70611489981215,17,WEEKEND
13794,2020-01-04,8.5,0.7,12.095054542550104,18,WEEKEND
13795,2020-01-04,8.5,0.7,10.127561808011198,16,WEEKEND
13796,2020-01-04,8.5,0.7,13.557159892949052,19,WEEKEND
13797,2020-01-04,8.5,0.7,12.668431577493513,18,WEEKEND
13798,2020-01-04,8.5,0.7,12.196065411874676,18,WEEKEND
13799,2020-01-04,8.5,0.7,12.015565221584186,18,WEEKEND
13800,2020-01-04,8.5,0.7,11.602505407514109,17,WEEKEND
13801,2020-01-04,8.5,0.7,11.850426397600835,17,WEEKEND
13802,2020-01-04,8.5,0.7,10.184950963178768,16,WEEKEND
13803,2020-01-04,8.5,0.7,9.856526006336779,15,WEEKEND
13804,2020-01-04,8.5,0.7,11.172631347167963,17,WEEKEND
13805,2020-01-04,8.5,0.7,10.62645623858384,16,WEEKEND
13806,2020-01-04,8.5,0.7,12.166133112008897,18,WEEKEND
13807,2020-01-04,8.5,0.7,10.8379166336797,16,WEEKEND
13808,2020-01-04,8.5,0.7,10.736366752470968,16,WEEKEND
13809,2020-01-04,8.5,0.7,10.64178726501454,16,WEEKEND
13810,2020-01-04,8.5,0.7,9.75056747492301,15,WEEKEND
13811,2020-01-04,8.5,0.7,11.884891255806915,17,WEEKEND
13812,2020-01-04,8.5,0.7,12.305023924957485,18,WEEKEND
13813,2020-01-04,8.5,0.7,13.701298188232482,19,WEEKEND
13814,2020-01-04,8.5,0.7,10.451277161411745,16,WEEKEND
13815,2020-01-04,8.5,0.7,11.68563822163513,17,WEEKEND
13816,2020-01-04,8.5,0.7,11.510634399960423,17,WEEKEND
13817,2020-01-04,8.5,0.7,10.282930775117816,16,WEEKEND
13818,2020-01-04,8.5,0.7,12.14110170389079,18,WEEKEND
13819,2020-01-04,8.5,0.7,13.177323090991699,19,WEEKEND
13820,2020-01-04,8.5,0.7,10.812040268799057,16,WEEKEND
13821,2020-01-04,8.5,0.7,13.139773453626816,19,WEEKEND
13822,2020-01-04,8.5,0.7,12.989545103467258,18,WEEKEND
13823,2020-01-04,8.5,0.7,10.209435465010326,16,WEEKEND
13824,2020-01-04,8.5,0.7,11.044957049951254,17,WEEKEND
13825,2020-01-04,8.5,0.7,13.766448107908905,19,WEEKEND
13826,2020-01-04,8.5,0.7,11.275600623702843,17,WEEKEND
13827,2020-01-04,8.5,0.7,10.515366003539448,16,WEEKEND
13828,2020-01-04,8.5,0.7,11.128442414103175,17,WEEKEND
13829,2020-01-04,8.5,0.7,11.199525982219557,17,WEEKEND
13830,2020-01-04,8.5,0.7,11.447397833059942,17,WEEKEND
13831,2020-01-04,8.5,0.7,11.278519433436864,17,WEEKEND
13832,2020-01-04,8.5,0.7,10.907443232541317,16,WEEKEND
13833,2020-01-04,8.5,0.7,9.122681685331726,15,WEEKEND
13834,2020-01-04,8.5,0.7,12.271436805332911,18,WEEKEND
13835,2020-01-04,8.5,0.7,12.470068897198106,18,WEEKEND
13836,2020-01-04,8.5,0.7,11.86678125933971,17,WEEKEND
13837,2020-01-04,8.5,0.7,11.47527310120433,17,WEEKEND
13838,2020-01-04,8.5,0.7,10.592002052016586,16,WEEKEND
13839,2020-01-04,8.5,0.7,12.002839349492223,18,WEEKEND
